,gRNAs at position of ,,,,,,,,
Key,mU6 (P3),U6 (P2),H1 (P1),Plasmid,Cell_D9,Cell_D15_rep1,Cell_D26_rep1,Cell_D15_rep2,Cell_D26_rep2
"15,18,28",MAP2K1_1,MTOR_2,FGF2_2,22.02,17.39,20.35,17.81,16.21,37.73
"15,18,29",MAP2K1_1,MTOR_2,PIK3C3_1,26.75,23.18,32.51,26.72,47.86,41.19
"15,18,30",MAP2K1_1,MTOR_2,PIK3C3_2,31.33,33.05,24.43,40.79,39.31,18.46
"15,18,31",MAP2K1_1,MTOR_2,TGFB1_1,14.33,22.39,9.29,34.8,27.22,6.31
"15,18,32",MAP2K1_1,MTOR_2,TGFB1_2,18.07,16.45,17.22,1.87,8.99,6.85
"15,19,1",MAP2K1_1,POLA1_1,dummyguide_1,52.84,90.54,97.84,48.85,91.73,90
"15,19,2",MAP2K1_1,POLA1_1,dummyguide_2,49.88,67.85,64.76,84.86,70.21,49.08
"15,19,3",MAP2K1_1,POLA1_1,CDK4_3,56.95,49.11,45.43,36.5,25.45,26.46
"15,19,4",MAP2K1_1,POLA1_1,CDK4_2,34.28,45.98,33.98,20.13,24.22,24.85
"15,19,5",MAP2K1_1,POLA1_1,DNMT1_1,67.3,98.2,91.38,95.3,106.96,106.77
"15,19,6",MAP2K1_1,POLA1_1,DNMT1_2,27.02,31.96,23.37,18.56,12.09,12.77
"15,19,7",MAP2K1_1,POLA1_1,EGFR_1,47.38,35.27,33.72,10.9,55.82,20.85
"15,19,8",MAP2K1_1,POLA1_1,EGFR_2,43.45,32.51,58.19,39.45,35.43,29.65
"15,19,9",MAP2K1_1,POLA1_1,ERBB2_1,51.98,46.76,44.52,33.2,33.26,32.73
"15,19,10",MAP2K1_1,POLA1_1,ERBB2_2,50.34,48.29,74.39,60.14,71.59,55.85
"15,19,11",MAP2K1_1,POLA1_1,HDAC1_1,63.51,74.35,99.16,90.92,122.54,83.54
"15,19,12",MAP2K1_1,POLA1_1,HDAC1_2,27.7,25.16,22.2,18.3,13.51,22.88
"15,19,13",MAP2K1_1,POLA1_1,IKBKB_1,52.81,85.25,78.32,135.38,77.63,67.96
"15,19,14",MAP2K1_1,POLA1_1,IKBKB_2,29.93,29.88,28.09,30.38,22.11,26.5
"15,19,15",MAP2K1_1,POLA1_1,MAP2K1_1,47.35,40.57,38.82,31.99,57.63,56.81
"15,19,16",MAP2K1_1,POLA1_1,MAP2K1_2,30.68,8.85,14.73,29.24,26.92,18.42
"15,19,17",MAP2K1_1,POLA1_1,MTOR_1,25.14,27.22,9.97,11.62,10.96,4.81
"15,19,18",MAP2K1_1,POLA1_1,MTOR_2,27.99,20.57,10.69,3.08,4.03,
"15,19,19",MAP2K1_1,POLA1_1,POLA1_1,53.51,34.64,35.87,21.9,37.19,29.42
"15,19,20",MAP2K1_1,POLA1_1,POLA1_2,33.69,18.91,4.19,12.08,7.91,9.27
"15,19,21",MAP2K1_1,POLA1_1,TOP1_1,41.95,9.41,0.79,2.49,,
"15,19,22",MAP2K1_1,POLA1_1,TOP1_2,22.16,17.83,4.68,3.18,11.6,4.35
"15,19,23",MAP2K1_1,POLA1_1,TUBA1A_1,65.88,62.95,92.85,113.21,109.96,69.12
"15,19,24",MAP2K1_1,POLA1_1,TUBA1A_2,32.89,16.1,10.27,9.66,9.14,3.08
"15,19,25",MAP2K1_1,POLA1_1,TYMS_1,30.38,19.03,13.29,14.73,22.6,14.88
"15,19,26",MAP2K1_1,POLA1_1,TYMS_3,68,75.96,86.25,70.65,104.01,44.96
"15,19,27",MAP2K1_1,POLA1_1,FGF2_1,37.83,38.37,21.22,12.83,28.45,27.73
"15,19,28",MAP2K1_1,POLA1_1,FGF2_2,23.58,32.44,19.94,27.93,19.8,12.27
"15,19,29",MAP2K1_1,POLA1_1,PIK3C3_1,46.44,42.02,37.99,61.84,30.46,43.85
"15,19,30",MAP2K1_1,POLA1_1,PIK3C3_2,57.38,35.78,33.68,26.06,48.84,38.54
"15,19,31",MAP2K1_1,POLA1_1,TGFB1_1,35.57,45.31,73.14,105.06,55.82,99.27
"15,19,32",MAP2K1_1,POLA1_1,TGFB1_2,28.5,26.61,36.67,6.88,20.1,9.5
"15,20,1",MAP2K1_1,POLA1_2,dummyguide_1,44.91,62.18,70.01,103.33,72.23,55
"15,20,2",MAP2K1_1,POLA1_2,dummyguide_2,56.82,51.44,67.36,42.4,42.99,28.46
"15,20,3",MAP2K1_1,POLA1_2,CDK4_3,32.03,33.66,11.44,10.48,19.7,10.73
"15,20,4",MAP2K1_1,POLA1_2,CDK4_2,61.58,80.32,133.03,144.15,81.36,110.88
"15,20,5",MAP2K1_1,POLA1_2,DNMT1_1,88.82,112.93,111.28,81.78,115.81,102.77
"15,20,6",MAP2K1_1,POLA1_2,DNMT1_2,28.66,25.35,25,25.96,29.97,18.08
"15,20,7",MAP2K1_1,POLA1_2,EGFR_1,80.83,53.19,57.74,57.92,51.79,51.85
"15,20,8",MAP2K1_1,POLA1_2,EGFR_2,68.59,72.55,66.53,68.49,64.51,64.19
"15,20,9",MAP2K1_1,POLA1_2,ERBB2_1,47.24,28.38,30.21,25.96,26.48,16.69
"15,20,10",MAP2K1_1,POLA1_2,ERBB2_2,69.11,56.02,97.08,42.14,52.82,61.23
"15,20,11",MAP2K1_1,POLA1_2,HDAC1_1,69.21,72.89,81.53,101.03,98.81,66.96
"15,20,12",MAP2K1_1,POLA1_2,HDAC1_2,37.86,19.59,13.07,14.6,8.25,5.42
"15,20,13",MAP2K1_1,POLA1_2,IKBKB_1,68.86,79.88,91.27,59.45,69.82,62.85
"15,20,14",MAP2K1_1,POLA1_2,IKBKB_2,38.96,21.8,32.93,30.48,32.92,30.31
"15,20,15",MAP2K1_1,POLA1_2,MAP2K1_1,45.55,48.41,41.76,38.14,61.61,82.65
"15,20,16",MAP2K1_1,POLA1_2,MAP2K1_2,40.95,26.28,34.32,26.78,30.76,30.58
"15,20,17",MAP2K1_1,POLA1_2,MTOR_1,31.62,12.93,2.87,,1.77,0.04
"15,20,18",MAP2K1_1,POLA1_2,MTOR_2,43.78,30.07,26.47,,21.13,1
"15,20,19",MAP2K1_1,POLA1_2,POLA1_1,58.54,35.74,28.43,17.35,33.95,21
"15,20,20",MAP2K1_1,POLA1_2,POLA1_2,65.88,30.07,25.3,23.28,29.53,16.38
"15,20,21",MAP2K1_1,POLA1_2,TOP1_1,67.44,25.56,14.58,16.5,17.93,26.96
"15,20,22",MAP2K1_1,POLA1_2,TOP1_2,45.95,37.79,27.45,21.25,23.09,4.5
"15,20,23",MAP2K1_1,POLA1_2,TUBA1A_1,76.2,41.5,41.5,46.59,50.46,57
"15,20,24",MAP2K1_1,POLA1_2,TUBA1A_2,32.13,16.57,7.74,7.99,7.03,2.96
"15,20,25",MAP2K1_1,POLA1_2,TYMS_1,46.12,37.54,28.43,26.94,33.26,27.5
"15,20,26",MAP2K1_1,POLA1_2,TYMS_3,66.23,59.8,95.65,74.12,56.4,57.88
"15,20,27",MAP2K1_1,POLA1_2,FGF2_1,108.28,109.68,105.09,68.16,100.62,83.54
"15,20,28",MAP2K1_1,POLA1_2,FGF2_2,73.62,48.69,41.61,9.82,70.46,55.31
"15,20,29",MAP2K1_1,POLA1_2,PIK3C3_1,54.34,30.58,39.95,46.52,36.26,23.31
"15,20,30",MAP2K1_1,POLA1_2,PIK3C3_2,46.92,42.76,15.6,24.72,46.87,19.5
"15,20,31",MAP2K1_1,POLA1_2,TGFB1_1,38.67,40.24,26.96,55.76,44.17,59.65
"15,20,32",MAP2K1_1,POLA1_2,TGFB1_2,21.65,5.04,6.87,1.87,5.6,4.73
"15,21,1",MAP2K1_1,TOP1_1,dummyguide_1,75.77,48.09,52.3,57.42,68.93,68.69
"15,21,2",MAP2K1_1,TOP1_1,dummyguide_2,59.86,67.16,38.78,71.7,44.37,64.46
"15,21,3",MAP2K1_1,TOP1_1,CDK4_3,83.41,49.88,49.81,100.18,37.93,74.46
"15,21,4",MAP2K1_1,TOP1_1,CDK4_2,52.76,37.25,36.55,42.76,27.07,26.19
"15,21,5",MAP2K1_1,TOP1_1,DNMT1_1,125.2,59.76,49.32,91.44,39.65,48.42
"15,21,6",MAP2K1_1,TOP1_1,DNMT1_2,70.61,65.97,35.08,49.63,51.34,33.23
"15,21,7",MAP2K1_1,TOP1_1,EGFR_1,81.82,48.79,25.9,26.94,30.36,2.81
"15,21,8",MAP2K1_1,TOP1_1,EGFR_2,73.46,82.66,59.47,54.87,55.47,51.31
"15,21,9",MAP2K1_1,TOP1_1,ERBB2_1,104.71,69.88,57.74,59.42,31.79,44.92
"15,21,10",MAP2K1_1,TOP1_1,ERBB2_2,76.5,44.74,55.47,84.93,58.03,66.58
"15,21,11",MAP2K1_1,TOP1_1,HDAC1_1,117.24,75.19,43.58,88.23,61.07,56.88
"15,21,12",MAP2K1_1,TOP1_1,HDAC1_2,56.63,36.67,33.8,13.13,24.57,30.88
"15,21,13",MAP2K1_1,TOP1_1,IKBKB_1,81.07,71.28,92.29,60.73,74.34,73.77
"15,21,14",MAP2K1_1,TOP1_1,IKBKB_2,42.94,27.54,18.8,41.87,34.34,17.19
"15,21,15",MAP2K1_1,TOP1_1,MAP2K1_1,63.32,49.84,43.84,40.5,43.14,90.04
"15,21,16",MAP2K1_1,TOP1_1,MAP2K1_2,54.18,39.08,38.29,26.78,35.28,34.88
"15,21,17",MAP2K1_1,TOP1_1,MTOR_1,80.13,46.87,13.48,2.29,20.59,12.92
"15,21,18",MAP2K1_1,TOP1_1,MTOR_2,53.43,39.1,18.43,14.37,23.93,22.69
"15,21,19",MAP2K1_1,TOP1_1,POLA1_1,90.4,40.19,34.89,22.95,29.38,52.92
"15,21,20",MAP2K1_1,TOP1_1,POLA1_2,56.66,15.22,15.33,6.15,5.95,22.23
"15,21,21",MAP2K1_1,TOP1_1,TOP1_1,61.09,35.27,5.32,2.88,3,1.81
"15,21,22",MAP2K1_1,TOP1_1,TOP1_2,57.84,23.53,10.84,9.72,11.05,11.23
"15,21,23",MAP2K1_1,TOP1_1,TUBA1A_1,69.16,61.93,43.69,29.17,39.55,48.85
"15,21,24",MAP2K1_1,TOP1_1,TUBA1A_2,87.28,27.87,9.06,0.03,16.02,
"15,21,25",MAP2K1_1,TOP1_1,TYMS_1,70.66,57.24,45.69,52.78,50.12,38.23
"15,21,26",MAP2K1_1,TOP1_1,TYMS_3,115.49,62.81,48.03,34.51,40.49,30.88
"15,21,27",MAP2K1_1,TOP1_1,FGF2_1,64.48,43.13,33.76,16.83,29.38,29.96
"15,21,28",MAP2K1_1,TOP1_1,FGF2_2,81.39,61.81,38.4,32.67,37.83,25.69
"15,21,29",MAP2K1_1,TOP1_1,PIK3C3_1,70.1,39.63,17.86,35.59,20.19,28.5
"15,21,30",MAP2K1_1,TOP1_1,PIK3C3_2,72.9,35.11,37.72,27.8,24.86,29.58
"15,21,31",MAP2K1_1,TOP1_1,TGFB1_1,58.16,48.18,27.87,22.88,32.62,34.31
"15,21,32",MAP2K1_1,TOP1_1,TGFB1_2,85.4,46.61,38.82,29.4,52.38,63.12
"15,22,1",MAP2K1_1,TOP1_2,dummyguide_1,46.65,73.29,90.63,121.1,102.88,108.58
"15,22,2",MAP2K1_1,TOP1_2,dummyguide_2,49.75,65.85,27.15,11.46,53.46,63.85
"15,22,3",MAP2K1_1,TOP1_2,CDK4_3,54.26,68.04,91.04,75.37,99.25,46.81
"15,22,4",MAP2K1_1,TOP1_2,CDK4_2,40.44,58.85,48.67,35.82,67.9,67.46
"15,22,5",MAP2K1_1,TOP1_2,DNMT1_1,71.85,64.77,86.96,86.1,57.83,61.77
"15,22,6",MAP2K1_1,TOP1_2,DNMT1_2,37.38,46.75,74.28,82.83,85.34,119
"15,22,7",MAP2K1_1,TOP1_2,EGFR_1,47.57,64.7,32.13,36.57,66.72,33.58
"15,22,8",MAP2K1_1,TOP1_2,EGFR_2,55.53,65.59,59.51,39.68,53.26,32.73
"15,22,9",MAP2K1_1,TOP1_2,ERBB2_1,61.04,75.23,74.73,67.12,71.93,52.15
"15,22,10",MAP2K1_1,TOP1_2,ERBB2_2,47.11,51.66,56.19,34.61,51.98,21.15
"15,22,11",MAP2K1_1,TOP1_2,HDAC1_1,65.88,80.25,79.71,68.49,84.71,61.04
"15,22,12",MAP2K1_1,TOP1_2,HDAC1_2,47.97,38.02,37.84,0.03,41.66,14.88
"15,22,13",MAP2K1_1,TOP1_2,IKBKB_1,50.36,71.21,72.42,77.36,76.84,24.12
"15,22,14",MAP2K1_1,TOP1_2,IKBKB_2,39.42,37.74,30.89,12.7,35.62,20.12
"15,22,15",MAP2K1_1,TOP1_2,MAP2K1_1,48.88,48.15,38.14,37.55,31.54,23
"15,22,16",MAP2K1_1,TOP1_2,MAP2K1_2,47.7,78.83,78.2,63.48,81.12,75.73
"15,22,17",MAP2K1_1,TOP1_2,MTOR_1,46.25,34.71,18.58,1.28,24.86,33.88
"15,22,18",MAP2K1_1,TOP1_2,MTOR_2,51.9,54.01,40.59,16.53,19.51,3.42
"15,22,19",MAP2K1_1,TOP1_2,POLA1_1,50.61,30.16,27.91,7.73,45.06,15.04
"15,22,20",MAP2K1_1,TOP1_2,POLA1_2,38.69,31.49,18.84,15.91,21.23,34.35
"15,22,21",MAP2K1_1,TOP1_2,TOP1_1,56.58,28.24,8.38,15.88,19.9,12.42
"15,22,22",MAP2K1_1,TOP1_2,TOP1_2,64.8,79.31,56.04,29.24,36.75,19.31
"15,22,23",MAP2K1_1,TOP1_2,TUBA1A_1,52.73,49.07,35.68,36.5,41.37,54.42
"15,22,24",MAP2K1_1,TOP1_2,TUBA1A_2,51.57,21.48,6.95,2.98,12.04,4.27
"15,22,25",MAP2K1_1,TOP1_2,TYMS_1,47.92,47.67,34.51,19.84,37.69,20.81
"15,22,26",MAP2K1_1,TOP1_2,TYMS_3,74.4,64.56,73.97,54.48,59.01,66.54
"15,22,27",MAP2K1_1,TOP1_2,FGF2_1,53.19,85.43,106.75,85.12,104.41,136.42
"15,22,28",MAP2K1_1,TOP1_2,FGF2_2,40.52,68.79,51.96,50.16,43.53,29.46
"15,22,29",MAP2K1_1,TOP1_2,PIK3C3_1,42.22,47.48,44.14,39.19,45.79,14.15
"15,22,30",MAP2K1_1,TOP1_2,PIK3C3_2,69.21,52.08,83.56,29.04,38.03,15.31
"15,22,31",MAP2K1_1,TOP1_2,TGFB1_1,37.78,39.42,34.85,34.61,38.86,39.54
"15,22,32",MAP2K1_1,TOP1_2,TGFB1_2,43.53,50.96,52.75,36.37,40.53,41.42
"15,23,1",MAP2K1_1,TUBA1A_1,dummyguide_1,50.09,52.98,68.04,59.98,67.71,62.92
"15,23,2",MAP2K1_1,TUBA1A_1,dummyguide_2,59.88,52.7,67.06,48.62,51.64,50
"15,23,3",MAP2K1_1,TUBA1A_1,CDK4_3,90.78,87.62,65.74,116.68,85.1,73.12
"15,23,4",MAP2K1_1,TUBA1A_1,CDK4_2,55.98,87.41,108.37,113.08,80.53,109.31
"15,23,5",MAP2K1_1,TUBA1A_1,DNMT1_1,85.05,114.58,117.17,161.57,134.58,146.31
"15,23,6",MAP2K1_1,TUBA1A_1,DNMT1_2,74.62,108.09,126.12,121.79,144.84,158.65
"15,23,7",MAP2K1_1,TUBA1A_1,EGFR_1,73.92,94.47,101.8,90.95,100.38,119.46
"15,23,8",MAP2K1_1,TUBA1A_1,EGFR_2,62.28,48.36,58.49,62.79,59.6,55.08
"15,23,9",MAP2K1_1,TUBA1A_1,ERBB2_1,67.81,59.75,73.94,65.74,64.61,43
"15,23,10",MAP2K1_1,TUBA1A_1,ERBB2_2,86.69,86.95,75.71,105.49,101.9,84.81
"15,23,11",MAP2K1_1,TUBA1A_1,HDAC1_1,91.48,136.18,144.96,174.8,130.45,123.04
"15,23,12",MAP2K1_1,TUBA1A_1,HDAC1_2,48.64,67.01,93.12,111.97,96.15,87
"15,23,13",MAP2K1_1,TUBA1A_1,IKBKB_1,49.56,41.78,74.99,77.26,55.08,56.19
"15,23,14",MAP2K1_1,TUBA1A_1,IKBKB_2,76.37,63.23,100.9,116.88,57.58,60.54
"15,23,15",MAP2K1_1,TUBA1A_1,MAP2K1_1,71.28,72.01,54.79,60.76,66.87,88.85
"15,23,16",MAP2K1_1,TUBA1A_1,MAP2K1_2,52.57,54.97,71.22,98.61,84.8,79.12
"15,23,17",MAP2K1_1,TUBA1A_1,MTOR_1,55.47,31.79,14.08,11.49,18.13,8.38
"15,23,18",MAP2K1_1,TUBA1A_1,MTOR_2,43.24,34.01,28.47,56.9,57.73,42.92
"15,23,19",MAP2K1_1,TUBA1A_1,POLA1_1,72.2,34.2,18.39,23.41,30.02,18.27
"15,23,20",MAP2K1_1,TUBA1A_1,POLA1_2,57.79,35.15,31.87,22,10.51,29.04
"15,23,21",MAP2K1_1,TUBA1A_1,TOP1_1,69.02,30.81,8.12,3.37,8.65,7.77
"15,23,22",MAP2K1_1,TUBA1A_1,TOP1_2,50.18,46.36,23.41,18.17,23.83,27.96
"15,23,23",MAP2K1_1,TUBA1A_1,TUBA1A_1,66.85,68.62,86.74,145.4,82.79,91.88
"15,23,24",MAP2K1_1,TUBA1A_1,TUBA1A_2,68.41,24.42,28.28,34.25,32.67,26.23
"15,23,25",MAP2K1_1,TUBA1A_1,TYMS_1,71.63,71.19,75.52,71.27,78.61,54.81
"15,23,26",MAP2K1_1,TUBA1A_1,TYMS_3,82.33,94.23,79.49,83.29,79.94,76.69
"15,23,27",MAP2K1_1,TUBA1A_1,FGF2_1,83.41,106.58,113.02,165.17,80.82,172.65
"15,23,28",MAP2K1_1,TUBA1A_1,FGF2_2,43.72,45.92,73.03,93.96,43.48,73.62
"15,23,29",MAP2K1_1,TUBA1A_1,PIK3C3_1,64.99,73.32,74.62,37.72,77.09,101.88
"15,23,30",MAP2K1_1,TUBA1A_1,PIK3C3_2,82.87,61.16,91.83,89.48,82.89,17.62
"15,23,31",MAP2K1_1,TUBA1A_1,TGFB1_1,58.3,106.98,121.17,149.59,108.39,91.85
"15,23,32",MAP2K1_1,TUBA1A_1,TGFB1_2,37.24,34.55,59.96,67.41,76.94,80
"15,24,1",MAP2K1_1,TUBA1A_2,dummyguide_1,39.1,20.54,41.05,33.26,21.18,23.58
"15,24,2",MAP2K1_1,TUBA1A_2,dummyguide_2,47.24,55.49,29.04,27.63,42.45,22.04
"15,24,3",MAP2K1_1,TUBA1A_2,CDK4_3,42.54,34.57,39.42,19.09,24.17,33.15
"15,24,4",MAP2K1_1,TUBA1A_2,CDK4_2,35.47,28.59,21.18,6.91,27.91,4.81
"15,24,5",MAP2K1_1,TUBA1A_2,DNMT1_1,50.5,31.86,41.2,17.45,33.61,32.73
"15,24,6",MAP2K1_1,TUBA1A_2,DNMT1_2,21.4,23.92,24.88,20.13,19.06,27.5
"15,24,7",MAP2K1_1,TUBA1A_2,EGFR_1,64.78,23.74,12.23,38.01,19.56,25.42
"15,24,8",MAP2K1_1,TUBA1A_2,EGFR_2,61.52,45.96,75.9,48.81,68.49,45.96
"15,24,9",MAP2K1_1,TUBA1A_2,ERBB2_1,60.31,26.79,42.07,22.33,19.65,17.69
"15,24,10",MAP2K1_1,TUBA1A_2,ERBB2_2,35.41,39.15,27.64,15.32,45.79,19.27
"15,24,11",MAP2K1_1,TUBA1A_2,HDAC1_1,82.66,81.44,55.43,44.85,64.07,78.23
"15,24,12",MAP2K1_1,TUBA1A_2,HDAC1_2,23.77,33.01,49.24,31.89,23.93,41.54
"15,24,13",MAP2K1_1,TUBA1A_2,IKBKB_1,39.58,23.13,21.3,16.57,22.01,38.38
"15,24,14",MAP2K1_1,TUBA1A_2,IKBKB_2,26.75,16.74,13.18,15.19,21.27,6.81
"15,24,15",MAP2K1_1,TUBA1A_2,MAP2K1_1,40.74,19.58,14.84,2.29,9.24,
"15,24,16",MAP2K1_1,TUBA1A_2,MAP2K1_2,33.5,37.6,34.85,47.73,37.34,34.85
"15,24,17",MAP2K1_1,TUBA1A_2,MTOR_1,27.13,6.88,14.88,15.94,6.68,
"15,24,18",MAP2K1_1,TUBA1A_2,MTOR_2,38.13,14.82,12.54,17.22,2.8,20.23
"15,24,19",MAP2K1_1,TUBA1A_2,POLA1_1,51.06,29.34,2,4.19,13.51,3.54
"15,24,20",MAP2K1_1,TUBA1A_2,POLA1_2,33.64,13.8,13.1,10.71,21.13,3.15
"15,24,21",MAP2K1_1,TUBA1A_2,TOP1_1,46.81,10.04,4.19,1.08,3.39,
"15,24,22",MAP2K1_1,TUBA1A_2,TOP1_2,49.88,27.89,8.42,12.54,8.94,3.04
"15,24,23",MAP2K1_1,TUBA1A_2,TUBA1A_1,58.46,50.72,35.04,28.75,53.01,55.92
"15,24,24",MAP2K1_1,TUBA1A_2,TUBA1A_2,48.64,17.62,13.67,,11.79,5.62
"15,24,25",MAP2K1_1,TUBA1A_2,TYMS_1,36.14,21.69,46.79,28.09,26.29,22.35
"15,24,26",MAP2K1_1,TUBA1A_2,TYMS_3,69.83,49.76,44.75,40.14,74.93,33.19
"15,24,27",MAP2K1_1,TUBA1A_2,FGF2_1,58.05,53.19,60.79,39.25,66.97,43.54
"15,24,28",MAP2K1_1,TUBA1A_2,FGF2_2,63.35,24.34,33.8,17.84,34.64,33.92
"15,24,29",MAP2K1_1,TUBA1A_2,PIK3C3_1,44.37,33.87,17.33,11.36,22.06,27.81
"15,24,30",MAP2K1_1,TUBA1A_2,PIK3C3_2,31.76,22.46,16.09,6.94,8.11,5.12
"15,24,31",MAP2K1_1,TUBA1A_2,TGFB1_1,36.03,38.16,33.3,16.96,18.47,30.35
"15,24,32",MAP2K1_1,TUBA1A_2,TGFB1_2,30.17,33.68,56.38,27.27,32.18,36.12
"15,25,1",MAP2K1_1,TYMS_1,dummyguide_1,35.9,51.65,78.47,54.74,74.29,112.12
"15,25,2",MAP2K1_1,TYMS_1,dummyguide_2,37.54,45.45,62.15,55.69,46.97,52.69
"15,25,3",MAP2K1_1,TYMS_1,CDK4_3,40.44,31.67,52.53,59.68,50.9,58.12
"15,25,4",MAP2K1_1,TYMS_1,CDK4_2,53.86,44.04,49.84,33.72,60.68,59.04
"15,25,5",MAP2K1_1,TYMS_1,DNMT1_1,58.86,59.08,74.73,45.28,62.74,50.42
"15,25,6",MAP2K1_1,TYMS_1,DNMT1_2,28.26,38.14,28.13,39.32,30.02,22.12
"15,25,7",MAP2K1_1,TYMS_1,EGFR_1,32.99,19.82,15.22,18.4,39.85,25.92
"15,25,8",MAP2K1_1,TYMS_1,EGFR_2,28.88,41.52,68.69,48.29,61.37,68.77
"15,25,9",MAP2K1_1,TYMS_1,ERBB2_1,59.69,59.66,42.63,32.84,48.4,46.12
"15,25,10",MAP2K1_1,TYMS_1,ERBB2_2,37.48,44.75,45.77,41.64,50.8,53.88
"15,25,11",MAP2K1_1,TYMS_1,HDAC1_1,53.91,78.36,68.23,92.29,68.98,68.81
"15,25,12",MAP2K1_1,TYMS_1,HDAC1_2,33.85,18.98,42.75,44.53,24.76,11
"15,25,13",MAP2K1_1,TYMS_1,IKBKB_1,35.76,39.68,65.7,35.13,41.37,40.69
"15,25,14",MAP2K1_1,TYMS_1,IKBKB_2,17.1,20.29,33.15,11.13,28.94,9.65
"15,25,15",MAP2K1_1,TYMS_1,MAP2K1_1,45.98,51.45,30.59,35.13,37.24,17.69
"15,25,16",MAP2K1_1,TYMS_1,MAP2K1_2,27.91,41.29,40.71,33.62,48.64,58.5
"15,25,17",MAP2K1_1,TYMS_1,MTOR_1,28.26,32.44,16.58,16.7,22.6,18.42
"15,25,18",MAP2K1_1,TYMS_1,MTOR_2,26,30.79,24.24,3.86,18.52,3.31
"15,25,19",MAP2K1_1,TYMS_1,POLA1_1,53.46,30.07,8.72,8.12,18.77,25.92
"15,25,20",MAP2K1_1,TYMS_1,POLA1_2,26.67,8.94,8.72,20.17,12.33,8.81
"15,25,21",MAP2K1_1,TYMS_1,TOP1_1,45.9,22.04,22.62,5.57,13.71,7.19
"15,25,22",MAP2K1_1,TYMS_1,TOP1_2,55.39,62.49,53.88,16.57,25.16,14.27
"15,25,23",MAP2K1_1,TYMS_1,TUBA1A_1,36.76,50.18,55.21,37.78,70.16,48.65
"15,25,24",MAP2K1_1,TYMS_1,TUBA1A_2,28.48,11.09,17.6,11.2,17.93,15.73
"15,25,25",MAP2K1_1,TYMS_1,TYMS_1,43.51,35.88,26.21,24.06,27.12,15.46
"15,25,26",MAP2K1_1,TYMS_1,TYMS_3,46.3,51.38,46.6,35.23,62.25,46.15
"15,25,27",MAP2K1_1,TYMS_1,FGF2_1,63.54,79.67,113.96,77.04,107.65,147.65
"15,25,28",MAP2K1_1,TYMS_1,FGF2_2,42.16,49.18,71.29,62.17,45.2,27.96
"15,25,29",MAP2K1_1,TYMS_1,PIK3C3_1,44.13,37.25,52.75,58.28,65.4,66.58
"15,25,30",MAP2K1_1,TYMS_1,PIK3C3_2,60.53,44.16,50.18,37.62,50.71,34.77
"15,25,31",MAP2K1_1,TYMS_1,TGFB1_1,53.91,110.59,125.25,126.11,140.62,155.58
"15,25,32",MAP2K1_1,TYMS_1,TGFB1_2,29.58,23.46,26.47,35.82,31.89,22.88
"15,26,1",MAP2K1_1,TYMS_3,dummyguide_1,56.74,72.9,133.6,158.33,137.82,119.62
"15,26,2",MAP2K1_1,TYMS_3,dummyguide_2,70.4,65.85,51.88,102.41,61.42,62.88
"15,26,3",MAP2K1_1,TYMS_3,CDK4_3,61.74,84.85,62.23,89.93,67.71,130
"15,26,4",MAP2K1_1,TYMS_3,CDK4_2,56.52,78.99,112.34,87.74,97.19,113.96
"15,26,5",MAP2K1_1,TYMS_3,DNMT1_1,113.63,189.93,207.72,164.06,172.41,197
"15,26,6",MAP2K1_1,TYMS_3,DNMT1_2,51.12,34.94,41.35,26.49,45.2,20.35
"15,26,7",MAP2K1_1,TYMS_3,EGFR_1,65.77,84.5,92.29,97.43,102.98,110.77
"15,26,8",MAP2K1_1,TYMS_3,EGFR_2,86.69,92.43,109.01,136.2,136.34,94.77
"15,26,9",MAP2K1_1,TYMS_3,ERBB2_1,63.92,62.48,82.36,85.15,67.31,91.62
"15,26,10",MAP2K1_1,TYMS_3,ERBB2_2,83.84,127.44,168.98,184.36,172.02,149.23
"15,26,11",MAP2K1_1,TYMS_3,HDAC1_1,90.91,98.66,158.75,195.42,141.01,174.38
"15,26,12",MAP2K1_1,TYMS_3,HDAC1_2,54.26,82.4,62.04,57.78,90.11,98.19
"15,26,13",MAP2K1_1,TYMS_3,IKBKB_1,50.71,80.65,88.28,46.26,84.71,76
"15,26,14",MAP2K1_1,TYMS_3,IKBKB_2,61.39,82.63,84.7,64.33,71.19,83.42
"15,26,15",MAP2K1_1,TYMS_3,MAP2K1_1,67.38,70.84,80.05,65.64,86.08,82
"15,26,16",MAP2K1_1,TYMS_3,MAP2K1_2,56.49,56,77.37,57.69,65.35,67.54
"15,26,17",MAP2K1_1,TYMS_3,MTOR_1,36.65,24.28,18.16,5.21,21.62,15.58
"15,26,18",MAP2K1_1,TYMS_3,MTOR_2,59.16,50.86,19.52,23.64,39.5,5.88
"15,26,19",MAP2K1_1,TYMS_3,POLA1_1,71.28,38.24,28.13,36.96,31.54,23
"15,26,20",MAP2K1_1,TYMS_3,POLA1_2,65.53,23.95,5.55,3.54,23.83,8.46
"15,26,21",MAP2K1_1,TYMS_3,TOP1_1,81.29,40.41,8.72,8.28,4.91,11.77
"15,26,22",MAP2K1_1,TYMS_3,TOP1_2,47.08,42.32,32.66,29.69,40.93,34.54
"15,26,23",MAP2K1_1,TYMS_3,TUBA1A_1,82.63,76.28,114.68,108.01,94.68,88.46
